1465181987.0,24.87,100161.44,42.03
1465181999.0,24.87,100162.79,42.07
1465182010.0,24.88,100162.8,42.07
1465182021.0,24.87,100162.3,42.09
1465182033.0,24.87,100165.36,42.07
1465182044.0,24.87,100164.02,42.06
1465182056.0,24.87,100160.64,42.06
1465182067.0,24.88,100162.02,42.07
1465182078.0,24.88,100160.14,42.11
1465182090.0,24.88,100162.47,42.11
1465182101.0,24.88,100162.71,42.03
1465182112.0,24.89,100161.78,42.05
1465182124.0,24.89,100163.01,42.04
1465182135.0,24.88,100162.38,42.04
1465182146.0,24.89,100162.45,42.07
1465182158.0,24.89,100165.53,42.04
1465182169.0,24.89,100165.29,42.05
1465182180.0,24.89,100162.89,42.0
1465182192.0,24.89,100162.48,42.04
1465182203.0,24.88,100168.67,42.05
1465182215.0,24.89,100162.68,42.04
1465182226.0,24.89,100164.67,41.97
1465182237.0,24.89,100165.26,41.98
1465182249.0,24.89,100166.19,41.98
1465182260.0,24.89,100163.44,42.0
1465182271.0,24.89,100165.04,41.98
1465182283.0,24.89,100162.97,42.0
1465182294.0,24.89,100167.04,42.01
1465182305.0,24.89,100168.78,41.98
1465182317.0,24.89,100168.09,42.03
1465182328.0,24.89,100168.18,42.01
1465182339.0,24.89,100163.22,41.96
1465182351.0,24.89,100164.01,41.98
1465182362.0,24.89,100165.2,41.96
1465182374.0,24.9,100167.76,41.93
1465182385.0,24.89,100166.03,41.92
1465182396.0,24.89,100163.85,41.92
1465182408.0,24.89,100167.5,41.91
1465182419.0,24.89,100165.86,41.95
1465182430.0,24.89,100166.77,41.98
1465182442.0,24.89,100164.93,41.94
1465182453.0,24.89,100166.45,41.93
1465182464.0,24.89,100168.04,41.9
1465182476.0,24.89,100167.01,41.9
1465182487.0,24.89,100167.28,41.92
1465182499.0,24.89,100170.02,41.86
1465182510.0,24.89,100167.36,41.88
1465182521.0,24.89,100165.67,41.86
1465182533.0,24.89,100166.0,41.87
1465182544.0,24.89,100170.33,41.87
1465182555.0,24.89,100166.05,41.88
1465182567.0,24.89,100165.62,41.86
1465182578.0,24.89,100168.59,41.81
1465182589.0,24.9,100162.12,41.81
1465182601.0,24.89,100169.83,41.84
1465182612.0,24.89,100163.6,41.82
1465182623.0,24.89,100167.79,41.85
1465182635.0,24.89,100164.52,41.84
1465182646.0,24.89,100165.94,41.86
1465182658.0,24.89,100165.61,41.81
1465182669.0,24.89,100168.77,41.87
1465182680.0,24.89,100171.0,41.86
1465182692.0,24.89,100170.92,41.84
1465182703.0,24.89,100166.18,41.82
1465182714.0,24.89,100167.83,41.84
1465182726.0,24.88,100170.0,41.81
1465182737.0,24.88,100167.67,41.87
1465182748.0,24.88,100169.44,41.85
1465182760.0,24.89,100170.31,41.86
1465182771.0,24.89,100168.32,41.89
1465182782.0,24.89,100169.75,41.86
1465182794.0,24.88,100167.58,41.86
1465182805.0,24.88,100166.19,41.87
1465182817.0,24.89,100171.17,41.86
1465182828.0,24.88,100169.24,41.85
1465182839.0,24.89,100173.3,41.82
1465182851.0,24.89,100169.59,41.82
1465182862.0,24.88,100172.22,41.81
1465182873.0,24.89,100170.19,41.77
1465182885.0,24.89,100170.36,41.79
1465182896.0,24.89,100171.31,41.77
1465182907.0,24.89,100172.4,41.78
1465182919.0,24.89,100170.85,41.82
1465182930.0,24.89,100168.92,41.74
1465182941.0,24.89,100168.69,41.78
1465182953.0,24.89,100169.24,41.81
1465182964.0,24.9,100173.0,41.8
1465182976.0,24.9,100171.5,41.8
1465182987.0,24.89,100169.57,41.78
1465182998.0,24.89,100167.63,41.8
1465183010.0,24.89,100166.13,41.79
1465183021.0,24.9,100172.59,41.75
1465183032.0,24.9,100169.84,41.75
1465183044.0,24.89,100168.58,41.74
1465183055.0,24.89,100169.95,41.73
1465183066.0,24.89,100167.11,41.72
1465183078.0,24.89,100170.24,41.73
1465183089.0,24.89,100169.16,41.75
1465183100.0,24.89,100165.62,41.78
1465183112.0,24.88,100169.9,41.78
1465183123.0,24.88,100169.24,41.76
1465183135.0,24.89,100168.36,41.77
1465183146.0,24.89,100168.28,41.74
1465183157.0,24.88,100164.93,41.77
1465183169.0,24.89,100165.51,41.77
1465183180.0,24.89,100166.71,41.75
1465183191.0,24.89,100165.51,41.74
1465183203.0,24.89,100165.26,41.74
1465183214.0,24.89,100166.93,41.74
1465183225.0,24.89,100167.36,41.72
1465183237.0,24.89,100167.11,41.72
1465183248.0,24.89,100165.37,41.68
1465183259.0,24.89,100166.92,41.69
1465183271.0,24.89,100163.87,41.72
1465183282.0,24.89,100164.93,41.7
1465183294.0,24.89,100166.6,41.69
1465183305.0,24.88,100168.01,41.68
1465183316.0,24.89,100164.45,41.69
1465183328.0,24.89,100165.95,41.65
1465183339.0,24.89,100165.54,41.69
1465183350.0,24.89,100166.33,41.68
1465183362.0,24.88,100165.79,41.68
1465183373.0,24.88,100162.14,41.68
1465183384.0,24.88,100168.01,41.69
1465183396.0,24.88,100163.14,41.69
1465183407.0,24.88,100165.13,41.7
1465183418.0,24.88,100163.14,41.71
1465183430.0,24.88,100161.64,41.72
1465183441.0,24.88,100162.52,41.72
1465183453.0,24.88,100162.4,41.7
1465183464.0,24.87,100158.3,41.73
1465183475.0,24.88,100166.66,41.74
1465183487.0,24.88,100162.73,41.72
1465183498.0,24.87,100160.86,41.73
1465183509.0,24.88,100159.82,41.75
1465183521.0,24.88,100162.4,41.75
1465183532.0,24.87,100161.05,41.73
1465183543.0,24.87,100160.62,41.73
1465183555.0,24.87,100162.11,41.75
1465183566.0,24.88,100160.37,41.73
1465183578.0,24.88,100158.48,41.73
1465183589.0,24.87,100161.62,41.73
1465183600.0,24.87,100162.85,41.74
1465183612.0,24.87,100160.1,41.71
1465183623.0,24.87,100156.89,41.74
1465183634.0,24.87,100159.44,41.73
