1467053188.0,24.11,101200.4,56.69
1467053200.0,24.11,101199.8,56.72
1467053211.0,24.1,101194.95,56.72
1467053222.0,24.09,101197.19,56.71
1467053234.0,24.09,101194.15,56.71
1467053245.0,24.09,101195.51,56.68
1467053256.0,24.08,101194.12,56.69
1467053268.0,24.08,101195.47,56.7
1467053279.0,24.08,101195.04,56.67
1467053290.0,24.07,101196.53,56.69
1467053302.0,24.07,101194.02,56.72
1467053313.0,24.06,101193.92,56.72
1467053325.0,24.06,101197.06,56.73
1467053336.0,24.06,101192.5,56.75
1467053347.0,24.06,101195.84,56.79
1467053359.0,24.07,101195.24,56.75
1467053370.0,24.06,101191.87,56.74
1467053381.0,24.06,101195.94,56.72
1467053393.0,24.07,101194.05,56.74
1467053404.0,24.06,101196.23,56.74
1467053415.0,24.06,101193.95,56.75
1467053427.0,24.07,101192.57,56.73
1467053438.0,24.07,101194.88,56.79
1467053450.0,24.08,101190.85,56.75
1467053461.0,24.08,101192.4,56.73
1467053472.0,24.08,101195.77,56.72
1467053484.0,24.08,101190.06,56.72
1467053495.0,24.09,101196.5,56.7
1467053506.0,24.08,101192.24,56.68
1467053518.0,24.08,101190.26,56.67
1467053529.0,24.1,101192.01,56.65
1467053540.0,24.1,101188.8,56.68
1467053552.0,24.09,101193.49,56.65
1467053563.0,24.09,101196.43,56.63
1467053574.0,24.09,101189.13,56.58
1467053586.0,24.08,101195.77,56.57
1467053597.0,24.08,101193.79,56.57
1467053609.0,24.08,101198.35,56.57
1467053620.0,24.07,101192.34,56.54
1467053631.0,24.07,101195.8,56.56
1467053643.0,24.06,101197.26,56.58
1467053654.0,24.06,101192.86,56.6
1467053665.0,24.07,101193.89,56.67
1467053677.0,24.07,101193.89,56.69
1467053688.0,24.07,101197.65,56.64
1467053699.0,24.07,101196.93,56.64
1467053711.0,24.07,101192.63,56.62
1467053722.0,24.08,101191.15,56.65
1467053733.0,24.09,101196.93,56.59
1467053745.0,24.1,101194.65,56.59
1467053756.0,24.09,101194.45,56.58
1467053768.0,24.09,101194.05,56.55
1467053779.0,24.1,101193.99,56.54
1467053790.0,24.1,101198.05,56.51
1467053802.0,24.11,101194.49,56.51
1467053813.0,24.11,101198.91,56.49
1467053824.0,24.12,101197.1,56.5
1467053836.0,24.12,101190.79,56.5
1467053847.0,24.13,101193.36,56.48
1467053858.0,24.13,101191.78,56.46
1467053870.0,24.14,101191.98,56.45
1467053881.0,24.14,101194.78,56.42
1467053893.0,24.16,101191.61,56.43
1467053904.0,24.17,101195.71,56.42
1467053915.0,24.16,101194.62,56.38
1467053927.0,24.18,101193.2,56.4
1467053938.0,24.18,101195.84,56.39
1467053949.0,24.17,101192.77,56.37
1467053961.0,24.18,101191.25,56.35
1467053972.0,24.19,101193.17,56.35
1467053983.0,24.19,101192.31,56.34
1467053995.0,24.2,101195.08,56.33
1467054006.0,24.2,101192.57,56.31
1467054017.0,24.2,101194.42,56.3
1467054029.0,24.21,101194.26,56.28
1467054040.0,24.21,101196.21,56.27
1467054052.0,24.21,101191.22,56.27
1467054063.0,24.22,101188.74,56.27
1467054074.0,24.22,101188.18,56.27
1467054086.0,24.23,101192.77,56.29
1467054097.0,24.23,101192.51,56.28
1467054108.0,24.24,101194.52,56.25
1467054120.0,24.23,101189.0,56.24
1467054131.0,24.24,101196.04,56.19
1467054142.0,24.24,101197.17,56.18
1467054154.0,24.24,101194.95,56.18
1467054165.0,24.24,101198.69,56.18
1467054177.0,24.24,101193.66,56.17
1467054188.0,24.24,101191.45,56.19
1467054199.0,24.23,101197.0,56.19
1467054211.0,24.23,101195.28,56.18
1467054222.0,24.23,101196.04,56.16
1467054233.0,24.23,101193.93,56.17
1467054245.0,24.23,101192.31,56.15
1467054256.0,24.23,101197.6,56.15
1467054267.0,24.22,101195.55,56.16
1467054279.0,24.22,101195.22,56.17
1467054290.0,24.23,101199.25,56.16
1467054302.0,24.22,101195.71,56.19
