1465158337.0,24.46,100499.08,44.45
1465158348.0,24.46,100494.03,44.44
1465158360.0,24.45,100495.24,44.45
1465158371.0,24.45,100492.4,44.45
1465158383.0,24.46,100493.4,44.44
1465158394.0,24.46,100488.5,44.44
1465158405.0,24.46,100490.75,44.43
1465158417.0,24.46,100494.34,44.44
1465158428.0,24.47,100495.68,44.43
1465158439.0,24.47,100495.52,44.41
1465158451.0,24.46,100489.81,44.4
1465158462.0,24.47,100489.47,44.4
1465158473.0,24.46,100487.47,44.4
1465158485.0,24.47,100491.84,44.39
1465158496.0,24.47,100491.72,44.4
1465158507.0,24.47,100492.5,44.4
1465158519.0,24.47,100489.91,44.38
1465158530.0,24.47,100489.84,44.39
1465158542.0,24.48,100491.78,44.38
1465158553.0,24.47,100489.06,44.38
1465158564.0,24.48,100492.72,44.36
1465158576.0,24.48,100493.37,44.35
1465158587.0,24.48,100492.53,44.35
1465158598.0,24.48,100493.31,44.34
1465158610.0,24.48,100492.25,44.35
1465158621.0,24.48,100493.22,44.34
1465158632.0,24.49,100491.65,44.32
1465158644.0,24.49,100491.97,44.32
1465158655.0,24.49,100492.31,44.32
1465158666.0,24.48,100497.65,44.32
1465158678.0,24.5,100494.96,44.31
1465158689.0,24.49,100494.65,44.3
1465158701.0,24.49,100495.4,44.29
1465158712.0,24.49,100496.59,44.29
1465158723.0,24.49,100494.78,44.29
1465158735.0,24.5,100491.4,44.28
1465158746.0,24.5,100491.19,44.28
1465158757.0,24.5,100498.36,44.27
1465158769.0,24.5,100492.59,44.27
1465158780.0,24.5,100495.93,44.27
1465158791.0,24.51,100499.61,44.26
1465158803.0,24.51,100498.49,44.25
1465158814.0,24.51,100499.83,44.23
1465158825.0,24.51,100495.49,44.23
1465158837.0,24.51,100496.74,44.23
1465158848.0,24.52,100496.62,44.22
1465158860.0,24.52,100494.49,44.22
1465158871.0,24.52,100498.68,44.22
1465158882.0,24.52,100497.05,44.21
1465158894.0,24.52,100497.55,44.19
1465158905.0,24.53,100498.15,44.2
1465158916.0,24.53,100499.27,44.19
1465158928.0,24.53,100495.49,44.2
1465158939.0,24.52,100499.24,44.18
1465158950.0,24.53,100498.83,44.17
1465158962.0,24.53,100496.74,44.18
1465158973.0,24.53,100497.83,44.17
1465158984.0,24.53,100494.65,44.17
1465158996.0,24.54,100498.83,44.16
1465159007.0,24.53,100495.15,44.16
1465159019.0,24.53,100497.33,44.14
1465159030.0,24.54,100498.58,44.14
1465159041.0,24.54,100500.36,44.12
1465159053.0,24.54,100496.68,44.12
1465159064.0,24.54,100495.24,44.1
1465159075.0,24.54,100497.86,44.12
1465159087.0,24.55,100498.46,44.09
1465159098.0,24.55,100498.02,44.1
1465159109.0,24.54,100498.99,44.09
1465159121.0,24.55,100498.24,44.08
1465159132.0,24.55,100501.95,44.06
1465159143.0,24.55,100500.24,44.06
1465159155.0,24.55,100499.52,44.06
1465159166.0,24.56,100498.58,44.06
1465159178.0,24.56,100497.58,44.05
1465159189.0,24.56,100497.4,44.05
1465159200.0,24.56,100499.77,44.04
1465159212.0,24.57,100500.42,44.04
1465159223.0,24.57,100498.46,44.04
1465159234.0,24.57,100498.52,44.03
1465159246.0,24.57,100497.3,44.01
1465159257.0,24.57,100499.86,44.01
1465159268.0,24.57,100497.05,44.01
1465159280.0,24.58,100497.46,43.99
1465159291.0,24.57,100501.67,43.99
1465159302.0,24.58,100503.17,43.99
1465159314.0,24.58,100499.2,43.98
1465159325.0,24.58,100501.8,43.97
1465159337.0,24.59,100498.86,43.97
1465159348.0,24.58,100500.23,43.96
1465159359.0,24.59,100496.52,43.96
1465159371.0,24.59,100495.74,43.96
1465159382.0,24.59,100499.27,43.95
1465159393.0,24.59,100496.77,43.95
1465159405.0,24.59,100498.83,43.93
1465159416.0,24.59,100497.21,43.93
1465159427.0,24.59,100496.74,43.94
1465159439.0,24.59,100493.62,43.92
1465159450.0,24.6,100494.49,43.93
1465159461.0,24.6,100495.27,43.93
1465159473.0,24.61,100494.46,43.93
1465159484.0,24.6,100493.3,43.91
1465159496.0,24.6,100495.52,43.91
1465159507.0,24.6,100495.86,43.91
1465159518.0,24.6,100492.52,43.9
1465159530.0,24.6,100496.02,43.9
1465159541.0,24.6,100492.09,43.9
1465159552.0,24.61,100493.43,43.9
1465159564.0,24.61,100497.17,43.89
1465159575.0,24.61,100493.49,43.89
1465159586.0,24.61,100491.62,43.88
1465159598.0,24.61,100493.09,43.88
1465159609.0,24.62,100493.21,43.89
1465159620.0,24.61,100491.52,43.87
1465159632.0,24.62,100494.74,43.87
1465159643.0,24.61,100495.18,43.87
1465159655.0,24.62,100493.96,43.87
1465159666.0,24.62,100492.27,43.88
1465159677.0,24.62,100494.93,43.87
1465159689.0,24.62,100497.39,43.87
1465159700.0,24.62,100493.99,43.87
1465159711.0,24.62,100489.43,43.86
1465159723.0,24.62,100493.43,43.86
1465159734.0,24.62,100494.36,43.87
1465159745.0,24.62,100497.27,43.88
