1467053599.0,24.01,101278.76,59.26
1467053611.0,24.02,101278.76,59.18
1467053622.0,24.02,101279.63,59.12
1467053634.0,24.02,101280.45,59.13
1467053645.0,24.02,101280.02,59.12
1467053656.0,24.02,101279.84,59.12
1467053668.0,24.03,101277.02,59.11
1467053679.0,24.02,101281.53,59.1
1467053690.0,24.03,101276.31,59.13
1467053702.0,24.03,101276.51,59.15
1467053713.0,24.03,101279.65,59.17
1467053724.0,24.03,101276.49,59.19
1467053736.0,24.03,101279.1,59.2
1467053747.0,24.03,101277.34,59.19
1467053759.0,24.03,101279.83,59.19
1467053770.0,24.03,101281.16,59.19
1467053781.0,24.03,101279.69,59.19
1467053793.0,24.02,101279.58,59.19
1467053804.0,24.01,101279.7,59.18
1467053815.0,24.01,101280.68,59.19
1467053827.0,24.01,101278.14,59.18
1467053838.0,24.01,101280.55,59.18
1467053849.0,24.01,101277.11,59.2
1467053861.0,24.0,101283.11,59.21
1467053872.0,24.0,101278.26,59.22
1467053884.0,24.0,101281.44,59.24
1467053895.0,24.0,101279.11,59.22
1467053906.0,24.0,101275.94,59.25
1467053918.0,24.0,101278.33,59.26
1467053929.0,24.0,101277.78,59.25
1467053940.0,23.99,101278.74,59.25
1467053952.0,24.0,101276.47,59.23
1467053963.0,24.0,101278.28,59.24
1467053974.0,23.99,101276.68,59.25
1467053986.0,24.0,101281.17,59.23
1467053997.0,23.99,101277.46,59.21
1467054009.0,24.0,101279.54,59.21
1467054020.0,24.0,101278.42,59.22
1467054031.0,24.0,101277.0,59.23
1467054043.0,24.0,101280.13,59.24
1467054054.0,24.0,101280.96,59.26
1467054065.0,24.0,101280.73,59.26
1467054077.0,24.0,101282.19,59.25
1467054088.0,24.0,101280.34,59.27
1467054099.0,24.0,101287.64,59.28
1467054111.0,23.99,101280.28,59.29
1467054122.0,23.99,101278.35,59.28
1467054134.0,23.99,101280.53,59.27
1467054145.0,23.98,101281.77,59.25
1467054156.0,23.98,101280.39,59.21
1467054168.0,23.99,101283.57,59.16
1467054179.0,23.98,101277.46,59.13
1467054190.0,23.97,101281.26,59.08
1467054202.0,23.97,101278.35,59.05
1467054213.0,23.97,101281.86,59.02
1467054224.0,23.96,101281.01,59.04
1467054236.0,23.97,101281.03,59.04
1467054247.0,23.96,101279.57,59.03
1467054259.0,23.96,101280.37,59.04
1467054270.0,23.95,101280.44,59.02
1467054281.0,23.95,101279.96,59.03
1467054293.0,23.95,101282.02,59.03
